Topic	Start Verse ID	End Verse ID	Votes	#Generated 2025-02-17. Verse ID = bbcccvvv (01 = Gen, 66 = Rev). CC-BY License: www.openbible.info/topics
morality	28013016		24
morality	58013001		22
morality	20012003		22
morality	51004001	51004018	22
morality	20027017		22
morality	41012030	41012031	21
morality	45001026		21
morality	20022003		20
morality	59001015		20
morality	45001024	45001027	20
morality	66022002		20
morality	46006012	46006020	20
morality	03020010	03020016	20
morality	01050020		20
morality	11014024		20
morality	46012027		20
morality	45002014	45002016	19
morality	45012005		19
morality	46005001	46005002	18
morality	60003007		18
morality	01002002		18
morality	60004002		18
morality	45011002		18
morality	56003001		18
morality	24007001	24007011	18
morality	49004004		18
morality	59005004		18
morality	51001001	51001029	18
morality	59005012		18
morality	59005002		18
morality	49005016		18
morality	56002011	56002014	18
morality	52004011		18
morality	49005022		18
morality	19041011	19041012	18
morality	19015001	19015005	18
morality	49005007		18
morality	46011002		18
morality	58005005		18
morality	50004002		18
morality	59004002		18
morality	52004002		18
morality	56001002		18
morality	09015003		17
morality	46010008		16
morality	02003014		16
morality	40011028		16
morality	03020017		16
morality	03020001	03020027	16
morality	40005004		16
morality	43001001		16
morality	46013013		16
morality	45008007		16
morality	45013010		16
morality	62004008		16
morality	02020012		16
morality	46006002		16
morality	40005027		14
morality	59001012		14
morality	62004019		14
morality	49004017	49004024	14
morality	62003004		14
morality	45012017	45012021	14
morality	45001028	45001032	14
morality	55002013		14
morality	40004023		14
morality	02020013		13
morality	33004003		12
morality	46006010		12
morality	20022001		12
morality	48005022		12
morality	05027021		12
morality	43003003		12
morality	58013003		12
morality	45013009		12
morality	30003009	30003010	12
morality	27003001	27003030	12
morality	03020015	03020016	12
morality	03018020		12
morality	40007021		12
morality	48005023		12
morality	49004022	49004024	12
morality	02022019		12
morality	48005020		12
morality	48006007		12
morality	24029011		11
morality	55001007		11
morality	50004013		11
morality	43014026		11
morality	03018021		10
morality	45001018	45001019	10
morality	23059001	23059002	10
morality	47004002		10
morality	45001027		10
morality	02020016		10
morality	19037001	19037040	10
morality	45008028		10
morality	45008012	45008013	10
morality	03019001		10
morality	46011001		10
morality	55003001	55003005	10
morality	45010002	45010003	10
morality	40003001	40003017	10
morality	03021009		10
morality	03019029		10
morality	44020028		10
morals	46015033		3266
morals	40007012		3063
morals	45013008	45013010	3021
morals	55003016		2681
morals	66021008		2389
morals	55002015		2385
morals	40005048		2376
morals	20022006		2284
morals	48005019	48005021	2252
morals	45013001		2180
morals	46006009	46006011	2172
morals	54006010		2155
morals	46006009		2127
morals	41007020	41007023	2008
morals	45013001	45013007	1894
morals	44005029		1883
morals	49006004		1795
morals	40006024		1773
morals	43003016	43003017	1751
morals	20011003		1732
morals	62002015	62002017	1691
morals	55003016	55003017	1679
morals	60001016		1665
morals	23005020		1663
morals	03019018		1611
morals	20012001		1593
morals	66022015		1533
morals	40022037	40022040	1506
morals	40005027	40005028	1501
morals	43014015		1468
morals	01001027		1467
morals	49005005		1456
morals	66001001		1448
morals	45013008		1430
morals	50004008		1429
morals	62001008		1368
morals	58005014		1361
morals	02020001	02020017	1303
morals	54006017	54006019	1290
morals	45012002		1261
morals	07017006		1248
morals	45002015		1247
morals	12002023	12002024	1226
morals	56002007	56002008	1219
morals	51003018		1218
morals	60003001		1214
morals	46006019	46006020	1212
morals	60002011		1190
morals	45012001	45012002	1187
morals	49005022	49005024	1177
morals	40006033		1164
morals	49005033		1159
morals	48005021		1153
morals	45001032		1149
morals	43003016		1144
morals	56002005		1144
morals	30005007		1143
morals	24031033		1142
morals	19119172		1137
morals	49004025		1115
morals	20010009		1110
morals	20014012		1108
morals	47006014	47006018	1102
morals	43006063		1102
morals	60002012		1100
morals	28004006		1099
morals	30005021	30005024	1096
morals	45012001		1096
morals	49002001	49002003	1094
morals	01001001		1090
morals	45001026	45001032	1082
morals	44017010	44017011	1082
morals	42006027	42006028	1080
morals	59004004		1075
morals	23005021		1073
morals	56002001		1067
morals	61001005	61001008	1065
morals	41007018		1065
morals	41009035		1064
morals	40018010		1063
morals	60002011	60002012	1059
morals	46010024		1057
morals	51003001	51003002	1052
morals	51003022	51003023	1051
morals	40007001	40007005	1050
morals	59001027		1049
morals	46011007		1038
morals	48005016		1023
morals	45014010	45014012	1016
morals	40005043	40005044	1014
morals	46004001	46004002	1013
morals	40005043	40005048	1012
morals	51003009		1010
morals	58013018		1005
morals	46008001	46008013	977
morals	48005024		969
morals	30006012		946
morals	28004001	28004002	942
morals	23059013	23059015	942
morals	43010035		922
morals	20020001		557
morals	20011001		553
morals	46006001		527
morals	55003002		469
morals	48005001		448
morals	41007001		432
morals	40006001		431
morals	03019002		424
morals	44005001		416
morals	40007001		392
morals	55002002		369
morals	45002001		354
morals	54002002		346
morals	20023029	20023035	342
morals	54006002		341
morals	42010007		328
morals	58013005		321
morals	46006003		316
morals	42010002		306
morals	05023017		295
morals	46007002		290
morals	46015001		285
morals	55003001		285
morals	46013001	46013013	266
morals	45013002		264
morals	40005001		263
morals	26016049	26016050	262
morals	51003005		261
morals	03020013		257
morals	54001010		253
morals	60003002		245
morals	45013003		243
morals	45002014	45002015	238
morals	44002038		230
morals	04031017	04031018	227
morals	42010010	42010013	227
morals	43013034	43013035	221
morals	60001001		220
morals	51002001	51002023	220
morals	03019001	03019037	218
morals	21003011		217
morals	40005002		216
morals	46006018		208
morals	21009010		208
morals	23005001		202
morals	20016028		197
morals	41012028	41012031	190
morals	20022002		188
morals	40005028		187
morals	59005002		186
morals	52004002		186
morals	46013002		181
morals	48005002		179
morals	40005005		179
morals	47006014		179
morals	51003003		179
morals	40006002		178
morals	54002009		178
morals	61002002		178
morals	45011002		176
morals	66021001		174
morals	60002002		174
morals	49006002		173
morals	46015002		172
morals	42010025	42010028	172
morals	54005002		170
morals	54006001		157
morals	42006031		156
morals	49002002		151
morals	66021002		146
morals	54005023		146
morals	03018022		145
morals	01001001	01001031	145
morals	46011003		144
morals	19015001	19015005	144
morals	60002001		144
morals	59002008		142
morals	07021025		142
morals	42012033		141
morals	01019001	01019038	141
morals	20013020		140
morals	58012015		140
morals	48006007		135
morals	45003023		135
morals	40006019	40006021	134
morals	43003002		132
morals	23064006		130
morals	51003023		129
morals	51003001	51003025	126
morals	01001002		124
morals	49005001		123
morals	03025044	03025046	122
morals	66021003		119
morals	01019003		116
morals	03020002		116
morals	02020002		116
morals	55002003		116
morals	40022003		110
morals	41012031		110
morals	03020003		109
morals	48006010		108
morals	48003002		108
morals	03025002		108
morals	45002002		108
morals	20020002		108
morals	12002002		108
morals	41007003		108
morals	20023002		108
morals	01003002		108
morals	55002001		106
morals	60004001	60004003	105
morals	46014034	46014035	104
morals	40005003		102
morals	51001001	51001029	100
morals	51004001	51004018	100
morals	45001026		99
morals	54006005		98
morals	51003017		97
morals	60003007		94
morals	60004002		94
morals	49006005		94
morals	49005016		94
morals	45012004		94
morals	42012042	42012046	93
morals	59005004		92
morals	52004011		92
morals	58005005		90
morals	40022034	40022040	88
morals	49006001		88
morals	20022001		85
morals	01002024		84
morals	01002002		82
morals	43014001	43016033	82
morals	40022001		80
morals	66022001		76
morals	46006004		74
morals	66021004		73
morals	43014006		70
morals	49002008		68
morals	03020009		68
morals	24005030	24005031	68
morals	45013004		67
morals	40019009		66
morals	46006009	46006010	66
morals	03018001	03018030	64
morals	51003002		63
morals	59001022	59001025	63
morals	49005002		61
morals	20022003		60
morals	60003001	60003006	60
morals	49005003		60
morals	55002005		60
morals	46011002		59
morals	49004002		58
morals	39003006		58
morals	50004002		58
morals	47010012		57
morals	62002001		54
morals	20029018		53
morals	19025021		53
morals	59001025		52
morals	02023007		52
morals	20011009		51
morals	48005019		48
morals	45001028		48
morals	59001002		46
morals	01006005		44
morals	40019003		44
morals	18002003		44
morals	48006002		44
morals	43017017		44
morals	19010004		44
morals	51002002		42
morals	45001004		42
morals	49005011		42
morals	20024001	20024002	42
morals	20027017		42
morals	46002013		42
morals	33006008		41
morals	66001001	66001020	40
morals	54002004		40
morals	46006002		40
morals	20006023	20006025	39
morals	03018019	03018023	39
morals	20014034		38
morals	40007021		38
morals	52004003		37
morals	40005008		36
morals	02020003		35
morals	02020001	02020026	35
morals	46005001	46005002	34
morals	45001018	45001019	34
morals	23059001	23059002	34
morals	19037001	19037040	34
morals	55003001	55003005	34
morals	45010002	45010003	34
morals	21009005		33
morals	43016013		32
morals	62001009		32
morals	11014024		32
morals	03020010	03020016	31
morals	40022037		30
morals	20019001		30
morals	45001018	45001032	30
morals	03019013		30
morals	09015023		30
morals	49004001	49004032	30
morals	01012001		30
morals	60002013	60002014	29
morals	59001012	59001015	28
morals	51003001		28
morals	20002006	20002008	28
morals	42016010		28
morals	49006005	49006009	28
morals	62003017		28
morals	19025019	19025021	28
morals	20020007		28
morals	45006001	45006023	26
morals	46011001		26
morals	40024035		25
morals	01001026		24
morals	30002004		24
morals	03019035	03019036	24
morals	46015053		24
morals	40007021	40007023	24
morals	45008007		23
morals	30008004	30008006	22
morals	45006023		21
morals	47005016	47005017	21
morals	03019001		20
morals	47005021		20
morals	19081004	19081005	20
morals	47006017		20
morals	12023007		19
morals	62003004		19
morals	45012009		19
morals	24005001	24005031	18
morals	45001026	45001027	18
morals	46006006		18
morals	50004013		18
morals	03020001	03020027	18
morals	46016014		17
morals	23003016	23003025	16
morals	40022036	40022040	16
morals	43014016	43014017	16
morals	02003001	02003022	16
morals	58013008		16
morals	02013001	02013022	16
morals	13029017		16
morals	26020023	26020026	16
morals	40007003		16
morals	46015027		16
morals	20004026		16
morals	20016025		16
morals	61001021		16
morals	45002014		16
morals	48005001	48005026	15
morals	40016015	40016017	15
morals	46006020		15
morals	51003020		15
morals	66012009		14
morals	56003001		14
morals	49005015		14
morals	03021017	03021023	14
morals	01022001	01022024	14
morals	03020010		14
morals	01003016		14
morals	41010001	41010052	14
morals	40018007		14
morals	05025013	05025016	14
morals	05021018	05021021	14
morals	45002012	45002016	14
morals	60005007		13
morals	59001015		13
morals	45006001		12
morals	46006008		12
morals	46006010		12
morals	01025001	01025010	12
morals	46006019		12
morals	20004023		12
morals	23003016	23003026	12
morals	49002008	49002009	12
morals	23003012		12
morals	40002012	40002023	12
morals	45003020		12
morals	30003009	30003010	12
morals	49005022		12
morals	51003004		12
morals	01023001	01023020	12
morals	48005023		12
morals	23032009	23032011	12
morals	61001005		12
morals	02007001	02007025	12
morals	01024001	01024067	12
morals	30004001	30004004	12
morals	01050020		12
morals	45008005	45008007	12
morals	30004001	30004003	12
morals	40005027	40005032	11
morals	40023004		11
morals	49003014	49003021	10
morals	58010001	58013025	10
morals	09015003		10
morals	51002008		10
morals	45001027		10
morals	03019003		10
morals	01006002		10
morals	49004001		10
morals	12007001	12007020	10
morals	44025023		10
morals	44026001	44026029	10
morals	07017001		10
morals	20011014		10
morals	44020035		10
morals	45003004		10
morals	05006001	05006025	10
morals	02020013		10
more than a conqueror	45008037		73
more than a conqueror	45008035	45008037	57
more than a conqueror	49006010	49006012	42
more than a conqueror	62005004		38
more than a conqueror	43015005		33
more than a conqueror	45012001		27
more than a conqueror	24029011		26
more than a conqueror	45008011		26
more than a conqueror	56003005		22
more than a conqueror	45008037	45008039	21
more than a conqueror	49004029		18
more than a conqueror	66006002		17
more than a conqueror	46015057		17
more than a conqueror	47004008		16
more than a conqueror	62002015	62002017	15
more than a conqueror	23046009	23046010	15
more than a conqueror	45008035	45008039	14
more than a conqueror	62004004		14
more than a conqueror	42015011	42015024	12
more than a conqueror	43014006		12
more than a conqueror	47004017		11
more than a conqueror	60001013		10
more than a conqueror	56002001		10
more than a conqueror	45008035		10
more than a conqueror	42021016		10
more than conquerors	45008037		37
more than conquerors	45008001	45008039	25
more than conquerors	45008028		22
more than conquerors	49006011		21
more than conquerors	62004004		21
more than conquerors	45008035	45008039	20
more than conquerors	43003016		14
more than conquerors	47005021		13
more than conquerors	43016033		12
more than conquerors	45008006		12
more than conquerors	58011001	58011040	11
more than conquerors	45008031		11
more than conquerors	55001007		10
more than conquerors	49006010	49006018	10
mormonism	48001008		59
mormonism	62004001		48
mormonism	54002005		43
mormonism	23043010		39
mormonism	66022018	66022019	36
mormonism	55004003		26
mormonism	43001001		23
mormonism	49002008	49002009	23
mormonism	58001001	58001002	20
mormonism	47011013	47011015	19
mormonism	42024039		16
mormonism	40007015		14
mormonism	59001005		12
mormonism	43004024		11
mormonism	66003021		11
mormonism	05018022		11
mormonism	60002024		10
mormons	59001005		33
mormons	51002008		26
mormons	47011004		23
mormons	66022018	66022019	23
mormons	43014006		20
mormons	43001001		17
mormons	44017011		14
mormons	26037001	26037028	14
mormons	49002008	49002009	14
mormons	55004003		14
mormons	43010016		13
mormons	43001014		13
mormons	30003007		13
mormons	49002020		13
mormons	23044006		12
mormons	47011013	47011015	12
mormons	48001008		10
mormons	55003016	55003017	10
mormons	23044008		10
morning	19143008		285
morning	25003022	25003023	199
morning	19005003		189
morning	19030005		166
morning	19090014		112
morning	18038012		111
morning	19059016		96
morning	19130006		92
morning	19091011		74
morning	43001001	43001051	70
morning	19118024		59
morning	20003001	20003035	53
morning	50004006	50004007	52
morning	19119147		51
morning	23050004		50
morning	19088013		50
morning	41001035		47
morning	48005001		47
morning	19034005		46
morning	28006004		46
morning	19023001	19023006	42
morning	23050004	23050005	40
morning	19019014		39
morning	59001005		37
morning	19073026		35
morning	19119105		34
morning	23026009		34
morning	01001005		27
morning	18001005		25
morning	40006033		24
morning	66001001		23
morning	23033002		23
morning	20016003		22
morning	45008028	45008031	22
morning	19143001	19143012	22
morning	55001007		21
morning	25003023		20
morning	13016011		20
morning	61001019		19
morning	19025002		18
morning	01001008		18
morning	23026003		17
morning	42012035		17
morning	43006035		17
morning	19042008		16
morning	50004013		16
morning	03006012		16
morning	01031055		16
morning	02027021		15
morning	19016008		15
morning	01001019		15
morning	19005001	19005012	14
morning	40006034		14
morning	01022003		14
morning	18007018		13
morning	01001013		13
morning	41012029		13
morning	66022016		13
morning	19057008		13
morning	23041010		13
morning	01019015		13
morning	19104030		13
morning	23044022		13
morning	01001023		12
morning	09001019		12
morning	01001031		12
morning	01001001	01001031	12
morning	01021014		11
morning	19091005	19091007	11
morning	52005016	52005018	11
morning	02029039		11
morning	19055017		11
morning	01019027		11
morning	20008017		11
morning	42001079		10
morning	06001009		10
morning prayer	19005003		423
morning prayer	19090014		362
morning prayer	41001035		330
morning prayer	19019014		192
morning prayer	19119105		184
morning prayer	19063001	19063011	164
morning prayer	18038012		159
morning prayer	19091005	19091007	159
morning prayer	19057008		142
morning prayer	20008017		139
morning prayer	19059016		137
morning prayer	19005001	19005012	125
morning prayer	19143008		115
morning prayer	50004006	50004007	113
morning prayer	19005007		112
morning prayer	42012035		112
morning prayer	01001001	01001031	110
morning prayer	41012029		106
morning prayer	42001079		102
morning prayer	19104030		99
morning prayer	41011024		99
morning prayer	59005016		90
morning prayer	45008028	45008031	90
morning prayer	48003013	48003014	87
morning prayer	19051001	19051019	82
morning prayer	19119147		80
morning prayer	23026009		77
morning prayer	19023001	19023006	77
morning prayer	19030005		76
morning prayer	43003016		76
morning prayer	43003016	43003017	75
morning prayer	19088013		75
morning prayer	52005016	52005018	74
morning prayer	25003022	25003023	73
morning prayer	62005014		72
morning prayer	51004002		71
morning prayer	55001007		70
morning prayer	13016011		70
morning prayer	59001005		68
morning prayer	19145018		68
morning prayer	23050004		67
morning prayer	50004006		66
morning prayer	45008026		65
morning prayer	50004011	50004013	65
morning prayer	45012012		63
morning prayer	19055017		62
morning prayer	40006006		62
morning prayer	49006018		60
morning prayer	40026041		60
morning prayer	19073026		59
morning prayer	62005015		58
morning prayer	40005044		58
morning prayer	23026003		58
morning prayer	50004013		57
morning prayer	40006007		56
morning prayer	19141002		55
morning prayer	23033002		55
morning prayer	48002020		54
morning prayer	24029013		54
morning prayer	19118024		54
morning prayer	42006012		53
morning prayer	59004003		53
morning prayer	40006009	40006013	52
morning prayer	62001009		52
morning prayer	24029012		52
morning prayer	52005017		52
morning prayer	54002008		52
morning prayer	23026019		51
morning prayer	19130006		49
morning prayer	20023018		49
morning prayer	41011025		48
morning prayer	59005014	59005015	47
morning prayer	14007014		46
morning prayer	62005016		46
morning prayer	43015016		46
morning prayer	19016008		45
morning prayer	19004001		45
morning prayer	54004005		45
morning prayer	40021022		44
morning prayer	59005014		44
morning prayer	06001008		43
morning prayer	58005007		41
morning prayer	45008028		41
morning prayer	43010010		40
morning prayer	19042008		40
morning prayer	25003023		38
morning prayer	04023023		37
morning prayer	23060001	23060003	36
morning prayer	49003014		36
morning prayer	66001001		35
morning prayer	64001002		34
morning prayer	19086013		33
morning prayer	05004029		32
morning prayer	21010010		32
morning prayer	18001001	18001022	31
morning prayer	27006004	27006006	31
morning prayer	54002006		31
morning prayer	04019001	04019022	22
morning prayer	19102017		20
morning prayer	03018001	03018030	20
morning prayer	59004002		15
morning prayer	19118005		15
morning prayer	44016025		15
morning prayer	40006033		14
morning prayer	01012001	01012020	14
morning prayer	59001006		13
morning prayer	60003012		13
morning prayer	15008023		13
morning prayer	40021022	40021023	13
morning prayer	44016001	44025027	13
morning prayer	40018020		13
morning prayer	19018006		13
morning prayer	24029002		13
morning prayer	43014013		13
morning prayer	19010001	19012008	13
morning prayer	19143001	19143003	13
morning prayer	44002042		13
morning prayer	60003007		13
morning prayer	42006027	42006028	13
morning prayer	38010006		13
morning prayer	66001001	66001020	13
morning prayer	44012005		13
morning prayer	43015001	43016033	13
morning prayer	58004016		13
morning prayer	44004031		13
morning prayer	24033003		13
morning prayer	44002001	44021040	13
morning prayer	19039012		13
morning prayer	19066017		13
morning prayer	11020005		13
morning prayer	18042010		13
morning prayer	40006001	40013058	13
morning prayer	44001014		13
morning prayer	40006009	40006010	13
morning prayer	42009016	42009017	13
morning prayer	60004007		13
morning prayer	41011002		13
morning prayer	19042001	19048014	13
morning prayer	20016003		13
morning prayer	50004003		13
morning prayer	60004003		13
morning prayer	45012001	45012021	13
morning prayer	58004005	58004011	12
morning prayer	23050004	23050005	11
morning prayer	48005001		11
mortgage	45013008		22
mortgage	20022007		15
mortgage	40006025	40006030	14
mortgage	20021020		11
mortgage	16005003		10
mortgages	45013008		17
mortgages	50004019		17
mortgages	54005008		16
mortgages	20021020		14
mortgages	16005003		14
mortgages	20022007		13
mortgages	20014034		12
mortgages	46016002		12
mortgages	20022016		12
mortgages	20028022		12
mortgages	45004003		11
mortgages	06001008		11
mortgages	49003020		10
mortgages	04006024	04006026	10
mortgages	43014006		10
mortgages	48006002		10
mortgages	59004013	59004015	10
moses	44003022		139
moses	02003010	02003022	122
moses	58011023	58011028	106
moses	04011010	04011015	69
moses	44007022		66
moses	58011024	58011026	65
moses	02005022		61
moses	44026022		54
moses	02002003		53
moses	41009002	41009008	51
moses	04027022		44
moses	02002011	02002022	44
moses	02033011		38
moses	02005023		37
moses	02004027		30
moses	04012003		29
moses	58011023		26
moses	02016002		25
moses	44007037		25
moses	02016003		25
moses	05018018		24
moses	02006009		23
moses	02011001	02011010	23
moses	44007020		23
moses	02003001	02003022	22
moses	02006012		21
moses	02002010		19
moses	02003001		19
moses	02004010		19
moses	02004001		18
moses	02005001		18
moses	02002001	02002004	17
moses	02003011		17
moses	40017001	40017008	17
moses	43005046		17
moses	66015003		16
moses	05034010		16
moses	58003005		15
moses	44007038		15
moses	02032030		14
moses	02001001	02001022	14
moses	42016031		14
moses	65001009		14
moses	02012001	02012051	14
moses	02003014		13
moses	02003006		13
moses	04012013		13
moses	02002012		13
moses	02008001	02008032	12
moses	41009004		12
moses	05034005	05034008	12
moses	02003007	02003010	12
moses	43001017		11
moses	02020001	02020026	11
moses	41001044		11
moses	02002011		11
moses	02002021		11
moses	44013039		11
moses	04027023		10
moses	66001001		10
moses	42002022		10
moses	02017002		10
moses	02018002		10
moses	19103007		10
moses and pharaoh	02008001	02008032	18
moses and pharaoh	42001051		14
moses and pharaoh	02004021		12
moses building the tabernacle	02025001	02025040	16
moses building the tabernacle	44007044		13
moses building the tabernacle	58008005		11
moses building the tabernacle	58009011		10
moses building the tabernacle	02025040		10
mother	19127003		74
mother	20029015		66
mother	49006002		64
mother	20022006		63
mother	02020012		52
mother	20031028	20031029	48
mother	20023022	20023025	41
mother	23049015		35
mother	20006020		35
mother	42018020		35
mother	43019026	43019027	34
mother	20010001		34
mother	20020020		33
mother	23066013		32
mother	03019003		31
mother	20001008		29
mother	20030017		28
mother	55001005		28
mother	40010037		27
mother	49006001	49006003	26
mother	20031028		24
mother	20030011		24
mother	19139013		23
mother	03020009		23
mother	46013004	46013007	22
mother	42001043		22
mother	41007010	41007012	21
mother	20001008	20001009	21
mother	20013024		20
mother	40019019		20
mother	05005016		19
mother	01003020		18
mother	20019026		17
mother	41010019		17
mother	40015004	40015006	17
mother	42001046	42001048	17
mother	20023013	20023014	17
mother	56002004		17
mother	19139013	19139016	17
mother	20031010	20031012	17
mother	43019025	43019027	17
mother	20015020		17
mother	20031025	20031031	16
mother	19127003	19127005	16
mother	05006006	05006007	15
mother	48004026		14
mother	60004008		14
mother	23066012	23066013	14
mother	20023022		13
mother	02021015		13
mother	20014001		12
mother	20022015		12
mother	02021017		12
mother	42002051		11
mother	49006004		11
mother	20018022		11
mother	19113009		11
mother	20023025		11
mother	49006001	49006004	11
mother	56002003	56002005	11
mother	20017006		10
mother	20031026	20031027	10
mother	20028024		10
mother	02021022	02021025	10
mother	41003035		10
mother	20011016		10
mother	01021001	01021003	10
mother	03018007		10
mother	12004030		10
mother against daughter	42012053		273
mother against daughter	42012051	42012053	178
mother against daughter	42012001	42012059	145
mother against daughter	33007006		116
mother against daughter	40010035		102
mother against daughter	42012051		100
mother against daughter	40010021		98
mother against daughter	02020012		89
mother against daughter	20022006		85
mother against daughter	51003020		80
mother against daughter	20023022		70
mother against daughter	05005016		68
mother against daughter	45007015		64
mother against daughter	42001037		63
mother against daughter	54002001	54002015	63
mother against daughter	20031025		61
mother against daughter	19082002		56
mother against daughter	19010001		53
mother against daughter	20020020		52
mother against daughter	43014006		52
mother against daughter	19100001	19100005	48
mother against daughter	49006001	49006003	47
mother against daughter	43003016		46
mother against daughter	20010001		45
mother against daughter	60005007		45
mother against daughter	20031028		44
mother against daughter	26016044		44
mother against daughter	20023025		43
mother against daughter	43015013		42
mother against daughter	20001008	20001009	42
mother against daughter	23066013		42
mother against daughter	55001005		41
mother against daughter	05006006	05006007	41
mother against daughter	64001004		41
mother against daughter	20015020		40
mother against daughter	42012052		39
mother against daughter	23049015		39
mother against daughter	40015004		39
mother against daughter	42012049	42012056	38
mother against daughter	01002024		38
mother against daughter	50004013		38
mother against daughter	58011001		37
mother against daughter	50004006		37
mother against daughter	44002038		36
mother against daughter	06001009		36
mother against daughter	20001008		36
mother against daughter	46013004	46013007	36
mother against daughter	60005010		35
mother against daughter	51001001	51001029	35
mother against daughter	42002051		35
mother against daughter	20029015		34
mother against daughter	20006020		34
mother against daughter	51002001	51002023	34
mother against daughter	49006002		33
mother against daughter	03019003		33
mother against daughter	62004008		33
mother against daughter	48005019	48005021	32
mother against daughter	66001001		32
mother against daughter	23041010		32
mother against daughter	24029011		32
mother against daughter	19023004		32
mother against daughter	55001007		32
mother against daughter	06024015		31
mother against daughter	48005022		31
mother against daughter	40019026		30
mother against daughter	20003005		30
mother against daughter	43015012		30
mother against daughter	41013012		30
mother against daughter	50004008		30
mother against daughter	60003008		29
mother against daughter	43010010		29
mother against daughter	49003020		29
mother against daughter	02003014		28
mother against daughter	03020013		28
mother against daughter	50003018	50003019	28
mother against daughter	19127003		27
mother against daughter	19077007		27
mother against daughter	43001001		27
mother against daughter	48005021		26
mother against daughter	46013013		26
mother against daughter	43019026	43019027	26
mother against daughter	49006004		26
mother against daughter	42012049		26
mother against daughter	59002026		25
mother against daughter	43003016	43003017	25
mother against daughter	60002024		25
mother against daughter	19113009		25
mother against daughter	03012001	03012008	24
mother against daughter	42012049	42012053	24
mother against daughter	51003023		23
mother against daughter	51004001	51004018	23
mother against daughter	40024010		23
mother against daughter	59001015		23
mother against daughter	42012054		22
mother against daughter	42001046	42001048	22
mother against daughter	66003020		22
mother against daughter	50003019		22
mother against daughter	01020012		21
mother against daughter	62004006		21
mother against daughter	20023022	20023025	21
mother against daughter	19127003	19127005	20
mother against daughter	03020009		20
mother against daughter	43008012		19
mother against daughter	43014027		19
mother against daughter	56002004	56002005	19
mother against daughter	40006033		19
mother against daughter	23009006		19
mother against daughter	45008018		19
mother against daughter	26025017		19
mother against daughter	43013007		19
mother against daughter	40022037		19
mother against daughter	40022039		19
mother against daughter	45005008		19
mother against daughter	14007014		19
mother against daughter	43008032		19
mother against daughter	40007012		19
mother against daughter	26023020		19
mother against daughter	40011028		19
mother against daughter	45001016		19
mother against daughter	20004023		19
mother against daughter	20027017		19
mother against daughter	01001001		19
mother against daughter	45008031		19
mother against daughter	01021001	01021003	19
mother against daughter	19046010		19
mother against daughter	40006034		19
mother against daughter	19118024		19
mother against daughter	23040031		19
mother against daughter	43016033		19
mother against daughter	20003006		19
mother against daughter	48002020		19
mother against daughter	54002015		19
mother against daughter	42006027		19
mother against daughter	48006007		19
mother against daughter	40005016		19
mother against daughter	40015004	40015006	19
mother against daughter	33006008		19
mother against daughter	51003001	51003025	19
mother against daughter	20030017		19
mother against daughter	45012002		19
mother against daughter	40005013		19
mother against daughter	19023001		19
mother against daughter	42012004		18
mother against daughter	60004008		18
mother against daughter	19139013		18
mother against daughter	62001009		17
mother against daughter	49006002	49006003	17
mother against daughter	60003004		17
mother against daughter	43016021	43016022	17
mother against daughter	40015005		17
mother against daughter	20031031		16
mother against daughter	20031026		16
mother against daughter	20030011		16
mother against daughter	48005022	48005023	16
mother against daughter	54005002		16
mother against daughter	05004009		16
mother against daughter	02021015		15
mother against daughter	20031001		15
mother against daughter	49004032		15
mother against daughter	40019019		15
mother against daughter	43019025	43019027	14
mother against daughter	58013005		14
mother against daughter	26044025		14
mother against daughter	62004020		14
mother against daughter	41010019		14
mother against daughter	42012050		14
mother against daughter	03020017		14
mother against daughter	01029010		14
mother against daughter	42012055		14
mother against daughter	42012056		14
mother against daughter	43003001	43003036	13
mother against daughter	42012006		13
mother against daughter	42012007		13
mother against daughter	42014026		13
mother against daughter	62002015		13
mother against daughter	42012020		13
mother against daughter	62003018		13
mother against daughter	20031026	20031027	13
mother against daughter	20019026		13
mother against daughter	40027056		12
mother against daughter	17002007		12
mother against daughter	01019030	01019038	12
mother against daughter	42012010		12
mother against daughter	42012031		12
mother against daughter	26016003		12
mother against daughter	42012002		12
mother against daughter	41010007		12
mother against daughter	01003020		12
mother against daughter	50001003		12
mother against daughter	42012001		12
mother against daughter	26016045		12
mother against daughter	03021002		12
mother against daughter	22008002		12
mother against daughter	05021018	05021021	12
mother against daughter	54002002		12
mother against daughter	23050001		12
mother against daughter	04006024	04006026	12
mother against daughter	03018001	03018030	12
mother against daughter	19022010		12
mother against daughter	19027010		12
mother against daughter	04026033		12
mother against daughter	40012050		12
mother against daughter	56002003	56002005	11
mother against daughter	42012047		11
mother against daughter	49006013		11
mother against daughter	07012009		10
mother against daughter	46015010		10
mother against daughter	66001001	66001020	10
mother against daughter	40010037		10
mother against daughter	43017021		10
mother against daughter	33007005		10
mother against daughter	09001026	09001028	10
mother against daughter	20023013	20023014	10
mother against daughter	59001013		10
mother against daughter	42001007		10
mother against daughter	40015006		10
mother against daughter	19144012		10
mother against daughter	20028024		10
mother against daughter	05004009	05004010	10
mother against daughter	41007010		10
mother against daughter	49006001	49006004	10
mother against daughter	20019026	20019027	10
mother against daughter	41007012		10
mother against daughter	20006020	20006022	10
mother against daughter	58012002		10
mother against daughter	43016021		10
mother against daughter	50004019		10
mother against daughter	20013024		10
mother against daughter	01012001	01012020	10
mother against daughter	20006020	20006021	10
